,ACTIVITY DATE,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE
171278,2018-06-04,FA0172260,KPB ASIAN BISTRO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10370 SLUSHER DR UNIT 1,SANTA FE SPRINGS,90670,94,A
188578,2018-08-15,FA0008086,CAULFIELD'S PREP ROOM BASEME,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9360 WILSHIRE BLVD,BEVERLY HILLS,90212,90,A
152240,2018-03-15,FA0256364,TACO MEL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4326 CRENSHAW BLVD,LOS ANGELES,90008,90,A
179629,2018-07-11,FA0060849,DIANA'S RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,6035 PACIFIC BLVD,HUNTINGTON PARK,90255,95,A
119631,2017-10-16,FA0015194,CHURCH'S CHICKEN,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,10118 SAN FERNANDO RD STE #7,PACOIMA,91331,87,B
188620,2018-08-15,FA0061438,EL HUARACHITO RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3010 1/2 N BROADWAY,LOS ANGELES,90031,91,A
164586,2018-05-04,FA0071538,SUSHI NISHI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,26799 AGOURA RD STE #1,CALABASAS,91302,95,A
181931,2018-07-19,FA0165195,GRANDMAMAS THAI KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,13230 BURBANK BLVD,SHERMAN OAKS,91401-6036,97,A
168311,2018-05-18,FA0259485,MONTE CARLO CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,109 E 5TH ST,LOS ANGELES,90013,94,A
154021,2018-03-22,FA0036859,THAI PLATE RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,10311 HAWTHORNE BLVD,INGLEWOOD,90304,91,A
177064,2018-06-26,FA0155848,RENAUD'S PATISSERIE AND BISTRO,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,635 W FOOTHILL BLVD,LA CANADA FLINTRIDGE,91001,98,A
182825,2018-07-24,FA0008563,CHICKEN SHACK,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1030 AVIATION BLVD,HERMOSA BEACH,90254,90,A
189723,2018-08-20,FA0065646,PHUONG ANH RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9442 GARVEY AVE,SOUTH EL MONTE,91733-1054,98,A
198283,2018-09-25,FA0263473,BUN ME,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,9420 RESEDA BLVD # 5,NORTHRIDGE,91324,96,A
170815,2018-05-31,FA0024504,MEET,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,9727 CULVER BLVD,CULVER CITY,90232,90,A
182520,2018-07-23,FA0026656,GREEK KABOB INC.,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11911 W OLYMPIC BLVD,LOS ANGELES,90064,97,A
180163,2018-07-12,FA0163706,LITTLE GREEN BEAN,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,18415 E COLIMA RD,ROWLAND HEIGHTS,91748,96,A
185360,2018-08-01,FA0242307,VALENTINO PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11540 TELEGRAPH RD,SANTA FE SPRINGS,90670,91,A
178787,2018-07-06,FA0257953,ROSE & BLANC,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,301 S WESTERN AVE UNIT 202,LOS ANGELES,90020-3817,97,A
180963,2018-07-17,FA0242050,EL 7 MARES  RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1119 FIRST ST,SAN FERNANDO,91340-2801,91,A
179730,2018-07-11,FA0064757,KFC,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,5130 RODEO RD,LOS ANGELES,90016,98,A
190090,2018-08-21,FA0013094,VEZEUS LLC ; ERNIE'S MEXICAN RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4410 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,93,A
157288,2018-04-06,FA0151360,ZAHN EMERGENCY SHELTER,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,832 JAMES M WOOD BLVD,LOS ANGELES,90015-1352,98,A
198049,2018-09-24,FA0172195,JUICE CRAFTERS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,293 S ROBERTSON BLVD,BEVERLY HILLS,90211,91,A
182460,2018-07-23,FA0142173,CBS BROADCAST CENTER 3RD FL,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,4200 RADFORD AVE,STUDIO CITY,91604-2189,98,A
174489,2018-06-14,FA0242094,TARME 1,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,744 S GLENDALE AVE # 4,GLENDALE,91205-2366,92,A
145651,2018-02-14,FA0180605,ZAYNA FLAMING GRILL,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1310 S PACIFIC COAST HWY,REDONDO BEACH,90277,90,A
187772,2018-08-10,FA0203195,THE VENUE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3470 WILSHIRE BLVD # B-1,LOS ANGELES,90010,98,A
199750,2018-09-27,FA0053881,VENICE BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10943 VENICE BLVD,LOS ANGELES,90034,86,B
177036,2018-06-26,FA0043651,PENELOPE'S,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1029 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,97,A
185317,2018-08-01,FA0071245,SUBWAY 20648,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3007 E HUNTINGTON DR STE #102,PASADENA,91107,93,A
179571,2018-07-11,FA0239180,BIBIGO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6000 SEPULVEDA BLVD # 3002S,CULVER CITY,90230,93,A
155622,2018-03-30,FA0044537,PIER SEAFOOD,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,127 FISHERMANS WHARF,REDONDO BEACH,90277,98,A
197748,2018-09-21,FA0063492,HOKKAIDO SEAFOOD BUFFET,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,15910 VENTURA BLVD STE 101,ENCINO,91436,90,A
152279,2018-03-15,FA0222312,WINGSTOP,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,4144 WOODRUFF AVE,LAKEWOOD,90713,93,A
187978,2018-08-13,FA0242179,POKE RAINBOW,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,15355 SHERMAN WAY # R,VAN NUYS,91406,91,A
196362,2018-09-18,FA0203451,GUCKENHEIMER-GOOGLE,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,320 HAMPTON DR,VENICE,90291,95,A
192453,2018-08-30,FA0043416,PITA CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11033 SANTA MONICA BLVD,LOS ANGELES,90025,90,A
172164,2018-06-06,FA0044449,POPULAR DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3614 W SLAUSON AVE,LOS ANGELES,90043,90,A
199058,2018-09-26,FA0257916,LA PERGOLETTO DELI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1800 1/2 HILLHURST AVE,LOS ANGELES,90027,96,A
184764,2018-07-31,FA0063789,HYPERION PUBLIC,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2538 HYPERION AVE,LOS ANGELES,90027,90,A
185048,2018-08-01,FA0250527,CALIFORNIA FISH GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,6435 CANOGA AVE,WOODLAND HILLS,91367,97,A
182023,2018-07-19,FA0222720,MAYA'S RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3900 WILSHIRE BLVD,LOS ANGELES,90010,97,A
166163,2018-05-10,FA0041388,NEVERIA EL RINCON DE ROSS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2242 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,84,B
160831,2018-04-20,FA0022252,LITTLE ETHIOPIA RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1048 S FAIRFAX AVE,LOS ANGELES,90019,94,A
182351,2018-07-20,FA0167752,QUARTER,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,3465 W 6TH ST STE C-130,LOS ANGELES,90020,96,A
169913,2018-05-29,FA0013727,CASA DE LOS CHAMPIONS,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,112 N CITRUS AVE,COVINA,91724,94,A
187473,2018-08-09,FA0067060,MIYAKO JAPANESE RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2829 OCEAN PARK BLVD,SANTA MONICA,90405,90,A
182847,2018-07-24,FA0261911,DAPHNES,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,25420 CRENSHAW BLVD,TORRANCE,90505,92,A
190102,2018-08-21,FA0074097,WINGSTOP,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,245 S GLENDALE AVE # #B,GLENDALE,91205,90,A
183657,2018-07-25,FA0069741,ROSAS LA CABANA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,24403 HAWTHORNE BLVD,TORRANCE,90505,90,A
191559,2018-08-28,FA0176292,PANDA KING CHINESE FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4310 S CENTRAL AVE,LOS ANGELES,90011,94,A
196427,2018-09-18,FA0165837,LA MAISON DE CREME,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,265 S ROBERTSON BLVD # 2,BEVERLY HILLS,90211,90,A
152157,2018-03-15,FA0065797,LITTLE CAESAR'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,806 W ARROW HWY STE #B,SAN DIMAS,91773,96,A
185751,2018-08-02,FA0252624,THE BAKED BEAR,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,929 W JEFFERSON BLVD,LOS ANGELES,90007,96,A
197056,2018-09-19,FA0256589,POKE & MORE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11826 ARTESIA BLVD,ARTESIA,90701,98,A
179844,2018-07-11,FA0249184,ROBOT GIMBAB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,450 S WESTERN AVE # FC5,LOS ANGELES,90020,90,A
130497,2017-12-05,FA0242092,JUICY APPLE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6608 COMPTON AVE,LOS ANGELES,90001,94,A
164868,2018-05-07,FA0163699,T & Y BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,800 N ALAMEDA ST STE K-5,LOS ANGELES,90012,95,A
166948,2018-05-15,FA0163197,DUNKIN DONUTS,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,1132 WILSHIRE BLVD,SANTA MONICA,90403,93,A
194956,2018-09-12,FA0243846,JOHNNYS KAMBINGAN & BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,21822 MAIN ST,CARSON,90745-2934,94,A
175280,2018-06-19,FA0170519,SUBWAY 46382,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8600 S CENTRAL AVE,LOS ANGELES,90002,97,A
158192,2018-04-11,FA0250363,FAIRFIELD INN & SUITES LOS ANGELES LAX EL SEGUNDO,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,525 N PACIFIC COAST HWY,EL SEGUNDO,90245-4448,96,A
130528,2017-12-05,FA0021872,LEVEL II CONCEPSSION,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,6360 W SUNSET BLVD,LOS ANGELES,90028,97,A
185927,2018-08-03,FA0142144,SSI ADVANCED POST SERVICES,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,7165 W SUNSET BLVD,LOS ANGELES,90046-4417,97,A
170101,2018-05-29,FA0043001,OIA BANQUET HALL,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,19726 SHERMAN WAY,WINNETKA,91306,97,A
194477,2018-09-11,FA0142129,J.P. DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9889 ALONDRA BLVD,BELLFLOWER,90706-3846,95,A
198411,2018-09-25,FA0251375,GOJI TEA HOUSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11312 SOUTH ST,CERRITOS,90703,80,B
191178,2018-08-27,FA0258183,POKIHOLIC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2207 S ATLANTIC BLVD,MONTEREY PARK,91754,91,A
155451,2018-03-29,FA0038565,TRIMANA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1875 CENTURY PARK E STE A,LOS ANGELES,90067,90,A
111390,2017-09-05,FA0009874,CONGA ROOM,ACTIVE,RESTAURANT (61-150) SEATS LOW RISK,800 W OLYMPIC BLVD # A260,LOS ANGELES,90015,92,A
184256,2018-07-27,FA0020091,EARTHBAR EQUINOX,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8590 W SUNSET BLVD STE 12,WEST HOLLYWOOD,90069,94,A
197558,2018-09-20,FA0048094,SNUG HARBOR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2323 WILSHIRE BLVD,SANTA MONICA,90403,98,A
182443,2018-07-23,FA0167387,BIG DADDY'S AND SONS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1425 OCEAN FRONT WALK,VENICE,90291,90,A
194660,2018-09-11,FA0258381,"SURF N TURF TACO, LLC",ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10224 BALBOA BLVD,GRANADA HILLS,91344,97,A
149386,2018-03-05,FA0026361,GOURMET SALADS 2005,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,901 W VICTORIA ST STE A-2,COMPTON,90220,95,A
186556,2018-08-07,FA0173593,RICE YUMMY,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,8801 VALLEY BLVD,ROSEMEAD,91770,94,A
166772,2018-05-14,FA0138250,SHABU SHABU HOUSE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2218 SAWTELLE BLVD,LOS ANGELES,90064,90,A
152536,2018-03-19,FA0062089,FISH GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,7226 BEVERLY BLVD,LOS ANGELES,90036,95,A
155002,2018-03-28,FA0167131,"SEORAKSAN CHARCOAL CHINESE BBQ RESTAURNAT, INC.",ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1790 W GARVEY AVE STE A,MONTEREY PARK,91754-2387,71,C
183438,2018-07-25,FA0023617,FOSSELMAN'S,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1824 W MAIN ST,ALHAMBRA,91801,95,A
191496,2018-08-28,FA0263600,LEQUIPE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11301 W OLYMPIC BLVD STE 123,LOS ANGELES,90064,90,A
184261,2018-07-27,FA0156825,EL PALMAR SALVADOREAN RESTAURANT INC.,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3555 W 3RD ST,LOS ANGELES,90020,97,A
163879,2018-05-02,FA0257954,ROOTS CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,19109 BLOOMFIELD AVE,CERRITOS,90703,91,A
182806,2018-07-24,FA0250164,BURGER LOUNGE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4550 VAN NUYS BLVD STE E,SHERMAN OAKS,91403,96,A
184533,2018-07-30,FA0140951,PANDA CHINESE FAST FOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8870 CORBIN AVE,NORTHRIDGE,91324,91,A
166625,2018-05-14,FA0240921,CHRISTY'S DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2031 1/2 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,95,A
181558,2018-07-18,FA0032771,LA BUNS & CO,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8787 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,93,A
160771,2018-04-20,FA0021415,EL SOMRERO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1005 MANHATTAN AVE,MANHATTAN BEACH,90266,93,A
195307,2018-09-13,FA0060206,CONCERT HALL SERVERY,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,111 S GRAND AVE # #950,LOS ANGELES,90012,97,A
195032,2018-09-12,FA0244247,MOO BONG RI SOO DAE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,543 S WESTERN AVE,LOS ANGELES,90020,97,A
179963,2018-07-11,FA0053315,VEGGIE CUISINE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,3643 ROSEMEAD BLVD,ROSEMEAD,91770,95,A
182980,2018-07-24,FA0174882,KIKKA SUSHI - WHOLE FOODS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,12746 W JEFFERSON BLVD,LOS ANGELES,90066-7032,96,A
184221,2018-07-27,FA0165635,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,21 E MAIN ST,ALHAMBRA,91801,93,A
173906,2018-06-13,FA0136786,IL SEGRETO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2932 BEVERLY GLEN CIR,LOS ANGELES,90077,90,A
190466,2018-08-23,FA0009039,BERGAMOT CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2525 MICHIGAN AVE STE A3,SANTA MONICA,90404,93,A
187761,2018-08-10,FA0036023,TACO DELI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,456 FOOTHILL BLVD STE C,LA CANADA FLINTRIDGE,91011,90,A
185692,2018-08-02,FA0069486,RESTAURANT MARIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,10915 SAN FERNANDO RD,PACOIMA,91331,94,A
195568,2018-09-13,FA0242483,SHOOTERZ,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,20160 ROSCOE BLVD,WINNETKA,91306,96,A
194490,2018-09-11,FA0263992,JOHNNIE'S NEW YORK PIZZERIA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11819 WILSHIRE BLVD # 103,LOS ANGELES,90025,90,A
193176,2018-09-05,FA0013107,EL FLORIDITA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1253 N VINE ST,LOS ANGELES,90038,92,A
199059,2018-09-26,FA0034703,LA PICDAD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,15709 1/2 VANOWEN ST,VAN NUYS,91406,94,A
172459,2018-06-07,FA0136906,FLORENTINE GARDEN RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,12051 E GARVEY AVE,EL MONTE,91732,94,A
193815,2018-09-06,FA0052691,TRUXTON AMERICAN BISTRO,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,8611 TRUXTON AVE,LOS ANGELES,90045,94,A
178116,2018-07-02,FA0009135,CI CI'S CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18912 VENTURA BLVD,TARZANA,91356,93,A
178315,2018-07-03,FA0064356,KREATION ABBOT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1202 ABBOT KINNEY BLVD,LOS ANGELES,90291,96,A
195089,2018-09-12,FA0226478,PRIK KEE NOO THAI RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16920 E GLADSTONE ST,AZUSA,91702,90,A
199676,2018-09-27,FA0048317,SHIBUYA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4774 PARK GRANADA STE 8B,CALABASAS,91302,98,A
198879,2018-09-26,FA0059677,CHINA BOY EXPRESS BAKERY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1509 W OLYMPIC BLVD,MONTEBELLO,90640,79,C
192123,2018-08-29,FA0049967,SUBWAY SANWICHES & SALAD,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1798 N GAREY AVE,POMONA,91767,97,A
184308,2018-07-27,FA0023413,MAMA PETRILLO'S,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9082 LAS TUNAS DR,TEMPLE CITY,91780,98,A
189176,2018-08-16,FA0167866,MEDIA SERVICES CAFE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,500 S SEPULVEDA BLVD 1FL,LOS ANGELES,90049,91,A
156950,2018-04-05,FA0172291,SENOR FISH INC.,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,155 S MAIN ST,LOS ANGELES,90012-3701,92,A
160788,2018-04-20,FA0062749,GLORY DAYS GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4132 WOODRUFF AVE,LAKEWOOD,90713,90,A
184638,2018-07-31,FA0009674,BILL'S COFFEE SHOP,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,14742 OXNARD ST,VAN NUYS,91411,94,A
189532,2018-08-17,FA0027794,THIRSTEAS FRESH JUICE & BOBA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1137 E ALOSTA AVE # #A,AZUSA,91702,91,A
163995,2018-05-02,FA0054902,WEST COVINA SENIOR CTR,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,2501 E CORTEZ ST,WEST COVINA,91790,97,A
192878,2018-09-04,FA0263588,JAVIER TACO MEXICO LLC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,6721 ATLANTIC AVE,BELL,90201-2525,92,A
140152,2018-01-19,FA0044568,PRESS ROOM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,285 W HUNTINGTON DR,ARCADIA,91007,100,A
120928,2017-10-20,FA0032777,L A TURF CLUB STAND 53,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,285 W HUNTINGTON DR # 53,ARCADIA,91007,98,A
175677,2018-06-20,FA0159677,PRESSED JUICERY,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2409 MAIN ST,SANTA MONICA,90405,91,A
176621,2018-06-25,FA0249658,MAGIC RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,14650 PARTHENIA ST # Q15,PANORAMA CITY,91402,92,A
193529,2018-09-06,FA0223007,BASKIN ROBBINS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2614 PICO BLVD,SANTA MONICA,90405,97,A
187217,2018-08-08,FA0156623,UBON THAI KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,24631 CRENSHAW BLVD STE J,TORRANCE,90505,91,A
187746,2018-08-10,FA0240133,ROUND TABLE PIZZA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,502 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,94,A
168786,2018-05-22,FA0251162,HUMMUS REPUBLIC,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8320 W 3RD ST,LOS ANGELES,90048,91,A
183200,2018-07-24,FA0036684,TEA STATION OPERATION INC.,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,11688 SOUTH ST STE #101,ARTESIA,90701,94,A
194920,2018-09-12,FA0062812,GOLDEN EAGLE UNIVERSITY CLUB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5151 E STATE UNIVERSITY DR,LOS ANGELES,90032,98,A
172845,2018-06-08,FA0033267,LA GOLONDRINA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,OLVERA ST W17,LOS ANGELES,90012,91,A
194894,2018-09-12,FA0249583,ERNIE'S BURGERS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2970 W VALLEY BLVD,ALHAMBRA,91803,91,A
121129,2017-10-23,FA0010647,DALIAS PIZZA OF COVINA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2506 E WORKMAN AVE,WEST COVINA,91791,93,A
135989,2018-01-02,FA0252202,PADDY O'BRIEN'S IRISH PUB,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1517 W AVIATION BLVD,REDONDO BEACH,90278,97,A
151846,2018-03-14,FA0019601,KANG KANG FOOD COURT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,27 E VALLEY BLVD,ALHAMBRA,91801,83,B
190908,2018-08-24,FA0035331,LITTLE CAESARS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11117 SANTA GERTRUDES AVE,WHITTIER,90604,98,A
150103,2018-03-07,FA0061014,DOMINO'S PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,17020 VENTURA BLVD,ENCINO,91316,93,A
197969,2018-09-24,FA0159039,CHIPOTLE MEXICAN GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1133 GALLERIA WAY FC12,GLENDALE,91210,95,A
115607,2017-09-22,FA0072185,THE COFFEE BEAN & TEA LEAF,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,5979 W 3RD ST,LOS ANGELES,90036,95,A
194486,2018-09-11,FA0064351,JIM'S BURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,915 S SOTO ST,LOS ANGELES,90023,86,B
194762,2018-09-12,FA0057306,ALOHA FOOD FACTORY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2990 W VALLEY BLVD,ALHAMBRA,91803,94,A
190387,2018-08-22,FA0071699,TACO URAPAN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,604 E EL SEGUNDO BLVD,COMPTON,90222,90,A
191623,2018-08-28,FA0031691,SAMMY'S WOODFIRED PIZZA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,780 S PACIFIC COAST HWY,EL SEGUNDO,90245,91,A
193636,2018-09-06,FA0029632,HOUSE OF PASTRY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12914 VANOWEN ST,NORTH HOLLYWOOD,91605,97,A
181753,2018-07-18,FA0072456,THE SALAD BAR,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,6333 W 3RD ST # 00042,LOS ANGELES,90036,92,A
199032,2018-09-26,FA0032020,JONATHAN CLUB CAPE CODE,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,545 S FIGUEROA ST,LOS ANGELES,90017,92,A
180204,2018-07-12,FA0026579,NORTHGATE MARKET,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2323 W OLYMPIC BLVD,LOS ANGELES,90006,97,A
181183,2018-07-17,FA0245021,"PIZZA, BEER, AND WINGS",ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,2321 E 1ST ST,LOS ANGELES,90033-4001,95,A
177082,2018-06-26,FA0048165,SHAH ABBAS,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,400 S SAN VICENTE BLVD,LOS ANGELES,90048,90,A
188677,2018-08-15,FA0224655,HONEYMEE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12763 TOWNE CENTER DR,CERRITOS,91122,92,A
176059,2018-06-21,FA0044548,POWER HOUSE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,1714 N HIGHLAND AVE,LOS ANGELES,90028,90,A
174559,2018-06-15,FA0260042,FENGWEI KEBAB,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,133 W GARVEY AVE STE C,MONTEREY PARK,91754-1724,84,B
